"Town","FIPS","Year","Grade","MeasureType","Variable","Value"
"Hartford","0900337070",2011,"K","Percent","Students absent 20 or more days",29.23
"Hartland","0900337140",2011,"K","Percent","Students absent 20 or more days",4.76
"Harwinton","0900537280",2011,"K","Percent","Students absent 20 or more days",4.19
"Hebron","0901337910",2011,"K","Percent","Students absent 20 or more days",2.73
"Kent","0900540290",2011,"K","Percent","Students absent 20 or more days",9.09
"Killingly","0901540500",2011,"K","Percent","Students absent 20 or more days",3.63
"Killingworth","0900740710",2011,"K","Percent","Students absent 20 or more days",5.7
"Lebanon","0901142390",2011,"K","Percent","Students absent 20 or more days",7.35
"Ledyard","0901142600",2011,"K","Percent","Students absent 20 or more days",0
"Lisbon","0901143230",2011,"K","Percent","Students absent 20 or more days",2.44
"Litchfield","0900543370",2011,"K","Percent","Students absent 20 or more days",8
"Lyme","0901144210",2011,"K","Percent","Students absent 20 or more days",15.31
"Madison","0900944560",2011,"K","Percent","Students absent 20 or more days",4.41
"Manchester","0900344700",2011,"K","Percent","Students absent 20 or more days",14.22
"Mansfield","0901344910",2011,"K","Percent","Students absent 20 or more days",8.33
"Marlborough","0900345820",2011,"K","Percent","Students absent 20 or more days",4.65
"Meriden","0900946520",2011,"K","Percent","Students absent 20 or more days",19.13
"Middlebury","0900946940",2011,"K","Percent","Students absent 20 or more days",4.91
"Middlefield","0900747080",2011,"K","Percent","Students absent 20 or more days",3.2
"Middletown","0900747360",2011,"K","Percent","Students absent 20 or more days",5.68
"Milford","0900947535",2011,"K","Percent","Students absent 20 or more days",9.15
"Monroe","0900148620",2011,"K","Percent","Students absent 20 or more days",4.74
"Montville","0901148900",2011,"K","Percent","Students absent 20 or more days",8.47
"Morris","0900549460",2011,"K","Percent","Students absent 20 or more days",19.05
"Naugatuck","0900949950",2011,"K","Percent","Students absent 20 or more days",10.32
"New Britain","0900350440",2011,"K","Percent","Students absent 20 or more days",21.22
"New Canaan","0900150580",2011,"K","Percent","Students absent 20 or more days",6.8
"New Fairfield","0900150860",2011,"K","Percent","Students absent 20 or more days",10.79
"New Hartford","0900551350",2011,"K","Percent","Students absent 20 or more days",6.67
"New Haven","0900952070",2011,"K","Percent","Students absent 20 or more days",21.85
"New London","0901152350",2011,"K","Percent","Students absent 20 or more days",14.85
"New Milford","0900552630",2011,"K","Percent","Students absent 20 or more days",9.01
"Newington","0900352140",2011,"K","Percent","Students absent 20 or more days",8.42
"Newtown","0900152980",2011,"K","Percent","Students absent 20 or more days",3.77
"Norfolk","0900553470",2011,"K","Percent","Students absent 20 or more days",0
"North Branford","0900953890",2011,"K","Percent","Students absent 20 or more days",3.5
"North Canaan","0900554030",2011,"K","Percent","Students absent 20 or more days",12.12
"North Haven","0900954870",2011,"K","Percent","Students absent 20 or more days",5.58
"North Stonington","0901155500",2011,"K","Percent","Students absent 20 or more days",11.48
"Norwalk","0900156060",2011,"K","Percent","Students absent 20 or more days",8.43
"Norwich","0901156270",2011,"K","Percent","Students absent 20 or more days",16.39
"Old Lyme","0901157040",2011,"K","Percent","Students absent 20 or more days",15.31
"Old Saybrook","0900757320",2011,"K","Percent","Students absent 20 or more days",2.41
"Orange","0900957600",2011,"K","Percent","Students absent 20 or more days",5.73
"Oxford","0900958300",2011,"K","Percent","Students absent 20 or more days",5.13
"Plainfield","0901559980",2011,"K","Percent","Students absent 20 or more days",7.55
"Plainville","0900360120",2011,"K","Percent","Students absent 20 or more days",7.74
"Plymouth","0900560750",2011,"K","Percent","Students absent 20 or more days",6.25
"Pomfret","0901561030",2011,"K","Percent","Students absent 20 or more days",2.27
"Portland","0900761800",2011,"K","Percent","Students absent 20 or more days",0.88
"Preston","0901162150",2011,"K","Percent","Students absent 20 or more days",6.25
"Prospect","0900962290",2011,"K","Percent","Students absent 20 or more days",5.98
"Putnam","0901562710",2011,"K","Percent","Students absent 20 or more days",8.7
"Redding","0900163480",2011,"K","Percent","Students absent 20 or more days",3.16
"Ridgefield","0900163970",2011,"K","Percent","Students absent 20 or more days",5.32
"Rocky Hill","0900365370",2011,"K","Percent","Students absent 20 or more days",5.73
"Roxbury","0900565930",2011,"K","Percent","Students absent 20 or more days",10.87
"Salem","0901166210",2011,"K","Percent","Students absent 20 or more days",4
"Salisbury","0900566420",2011,"K","Percent","Students absent 20 or more days",8
"Scotland","0901567400",2011,"K","Percent","Students absent 20 or more days",5.88
"Seymour","0900967610",2011,"K","Percent","Students absent 20 or more days",10.49
"Sharon","0900567960",2011,"K","Percent","Students absent 20 or more days",13.04
"Shelton","0900168170",2011,"K","Percent","Students absent 20 or more days",0.94
"Sherman","0900168310",2011,"K","Percent","Students absent 20 or more days",13.79
"Simsbury","0900368940",2011,"K","Percent","Students absent 20 or more days",4.6
"Somers","0901369220",2011,"K","Percent","Students absent 20 or more days",4.04
"South Windsor","0900371390",2011,"K","Percent","Students absent 20 or more days",0.83
"Southbury","0900969640",2011,"K","Percent","Students absent 20 or more days",4.91
"Southington","0900370550",2011,"K","Percent","Students absent 20 or more days",2.72
"Sprague","0901171670",2011,"K","Percent","Students absent 20 or more days",10.81
"Stafford","0901372090",2011,"K","Percent","Students absent 20 or more days",12.1
"Stamford","0900173070",2011,"K","Percent","Students absent 20 or more days",14.74
"Sterling","0901573420",2011,"K","Percent","Students absent 20 or more days",8.93
"Stonington","0901173770",2011,"K","Percent","Students absent 20 or more days",7.05
"Stratford","0900174190",2011,"K","Percent","Students absent 20 or more days",9.44
"Suffield","0900374540",2011,"K","Percent","Students absent 20 or more days",5.13
"Thomaston","0900575730",2011,"K","Percent","Students absent 20 or more days",7.46
"Thompson","0901575870",2011,"K","Percent","Students absent 20 or more days",5.43
"Tolland","0901376290",2011,"K","Percent","Students absent 20 or more days",2.58
"Torrington","0900576570",2011,"K","Percent","Students absent 20 or more days",8.33
"Trumbull","0900177200",2011,"K","Percent","Students absent 20 or more days",4.17
"Union","0901377830",2011,"K","Percent","Students absent 20 or more days",0
"Vernon","0901378250",2011,"K","Percent","Students absent 20 or more days",14.23
"Voluntown","0901178600",2011,"K","Percent","Students absent 20 or more days",6.25
"Wallingford","0900978740",2011,"K","Percent","Students absent 20 or more days",8.63
"Warren","0900579510",2011,"K","Percent","Students absent 20 or more days",19.05
"Washington","0900579720",2011,"K","Percent","Students absent 20 or more days",10.87
"Waterbury","0900980070",2011,"K","Percent","Students absent 20 or more days",9.76
"Waterford","0901180280",2011,"K","Percent","Students absent 20 or more days",2.4
"Watertown","0900580490",2011,"K","Percent","Students absent 20 or more days",5.98
"West Hartford","0900382590",2011,"K","Percent","Students absent 20 or more days",6.03
"West Haven","0900982870",2011,"K","Percent","Students absent 20 or more days",15.8
"Westbrook","0900781680",2011,"K","Percent","Students absent 20 or more days",8.45
"Weston","0900183430",2011,"K","Percent","Students absent 20 or more days",32.1
"Westport","0900183500",2011,"K","Percent","Students absent 20 or more days",3.52
"Wethersfield","0900384900",2011,"K","Percent","Students absent 20 or more days",2.86
"Willington","0901385950",2011,"K","Percent","Students absent 20 or more days",5.56
"Wilton","0900186370",2011,"K","Percent","Students absent 20 or more days",5.98
"Winchester","0900586440",2011,"K","Percent","Students absent 20 or more days",11.83
"Windham","0901586790",2011,"K","Percent","Students absent 20 or more days",13.9
"Windsor","0900387000",2011,"K","Percent","Students absent 20 or more days",10.77
"Windsor Locks","0900387070",2011,"K","Percent","Students absent 20 or more days",5.22
"Wolcott","0900987560",2011,"K","Percent","Students absent 20 or more days",0.58
"Woodbridge","0900987700",2011,"K","Percent","Students absent 20 or more days",4.6
"Woodbury","0900587910",2011,"K","Percent","Students absent 20 or more days",9.76
"Woodstock","0901588190",2011,"K","Percent","Students absent 20 or more days",11.34
"Andover","0901301080",2008,"K through 3","Percent","Students absent 20 or more days",2.43
"Ansonia","0900901220",2008,"K through 3","Percent","Students absent 20 or more days",7.7
"Ashford","0901501430",2008,"K through 3","Percent","Students absent 20 or more days",5.95
"Avon","0900302060",2008,"K through 3","Percent","Students absent 20 or more days",2.63
"Barkhamsted","0900502760",2008,"K through 3","Percent","Students absent 20 or more days",4.85
"Beacon Falls","0900903250",2008,"K through 3","Percent","Students absent 20 or more days",3.43
"Berlin","0900304300",2008,"K through 3","Percent","Students absent 20 or more days",3.75
"Bethany","0900904580",2008,"K through 3","Percent","Students absent 20 or more days",2.38
"Bethel","0900104720",2008,"K through 3","Percent","Students absent 20 or more days",4.43
"Bethlehem","0900504930",2008,"K through 3","Percent","Students absent 20 or more days",10.63
"Bloomfield","0900305910",2008,"K through 3","Percent","Students absent 20 or more days",3.43
"Bolton","0901306260",2008,"K through 3","Percent","Students absent 20 or more days",0.9
"Bozrah","0901106820",2008,"K through 3","Percent","Students absent 20 or more days",3.68
"Branford","0900907310",2008,"K through 3","Percent","Students absent 20 or more days",4.95
"Bridgeport","0900108070",2008,"K through 3","Percent","Students absent 20 or more days",14.7
"Bridgewater","0900508210",2008,"K through 3","Percent","Students absent 20 or more days",4.58
"Bristol","0900308490",2008,"K through 3","Percent","Students absent 20 or more days",10.03
"Brookfield","0900108980",2008,"K through 3","Percent","Students absent 20 or more days",3.1
"Brooklyn","0901509190",2008,"K through 3","Percent","Students absent 20 or more days",4.43
"Burlington","0900310100",2008,"K through 3","Percent","Students absent 20 or more days",1.28
"Canaan","0900510940",2008,"K through 3","Percent","Students absent 20 or more days",3.13
"Canterbury","0901512130",2008,"K through 3","Percent","Students absent 20 or more days",4.53
"Canton","0900312270",2008,"K through 3","Percent","Students absent 20 or more days",2.68
"Chaplin","0901513810",2008,"K through 3","Percent","Students absent 20 or more days",7.6
"Cheshire","0900914160",2008,"K through 3","Percent","Students absent 20 or more days",3.48
"Chester","0900714300",2008,"K through 3","Percent","Students absent 20 or more days",5.78
"Clinton","0900715350",2008,"K through 3","Percent","Students absent 20 or more days",7.55
"Colchester","0901115910",2008,"K through 3","Percent","Students absent 20 or more days",2.3
"Colebrook","0900516050",2008,"K through 3","Percent","Students absent 20 or more days",1.4
"Columbia","0901316400",2008,"K through 3","Percent","Students absent 20 or more days",3.55
"Cornwall","0900517240",2008,"K through 3","Percent","Students absent 20 or more days",5.2
"Coventry","0901317800",2008,"K through 3","Percent","Students absent 20 or more days",4.63
"Cromwell","0900718080",2008,"K through 3","Percent","Students absent 20 or more days",6.88
"Danbury","0900118500",2008,"K through 3","Percent","Students absent 20 or more days",5.1
"Darien","0900118850",2008,"K through 3","Percent","Students absent 20 or more days",1.98
"Deep River","0900719130",2008,"K through 3","Percent","Students absent 20 or more days",2.03
"Derby","0900919550",2008,"K through 3","Percent","Students absent 20 or more days",9.38
"Durham","0900720810",2008,"K through 3","Percent","Students absent 20 or more days",1.9
"East Granby","0900322070",2008,"K through 3","Percent","Students absent 20 or more days",3.03
"East Haddam","0900722280",2008,"K through 3","Percent","Students absent 20 or more days",4.78
"East Hampton","0900722490",2008,"K through 3","Percent","Students absent 20 or more days",3.5
"East Hartford","0900322630",2008,"K through 3","Percent","Students absent 20 or more days",13.18
"East Haven","0900922910",2008,"K through 3","Percent","Students absent 20 or more days",9.15
"East Lyme","0901123400",2008,"K through 3","Percent","Students absent 20 or more days",2.93
"East Windsor","0900324800",2008,"K through 3","Percent","Students absent 20 or more days",8.75
"Eastford","0901521860",2008,"K through 3","Percent","Students absent 20 or more days",5.7
"Easton","0900123890",2008,"K through 3","Percent","Students absent 20 or more days",3.4
"Ellington","0901325360",2008,"K through 3","Percent","Students absent 20 or more days",1.98
"Enfield","0900325990",2008,"K through 3","Percent","Students absent 20 or more days",4.9
"Essex","0900726270",2008,"K through 3","Percent","Students absent 20 or more days",1.85
"Fairfield","0900126620",2008,"K through 3","Percent","Students absent 20 or more days",2.35
"Farmington","0900327600",2008,"K through 3","Percent","Students absent 20 or more days",3.73
"Franklin","0901129910",2008,"K through 3","Percent","Students absent 20 or more days",1.25
"Glastonbury","0900331240",2008,"K through 3","Percent","Students absent 20 or more days",1.38
"Granby","0900332640",2008,"K through 3","Percent","Students absent 20 or more days",1.45
"Greenwich","0900133620",2008,"K through 3","Percent","Students absent 20 or more days",5.23
"Griswold","0901133900",2008,"K through 3","Percent","Students absent 20 or more days",4.1
"Groton","0901134250",2008,"K through 3","Percent","Students absent 20 or more days",6.2
"Guilford","0900934950",2008,"K through 3","Percent","Students absent 20 or more days",1.95
"Haddam","0900735230",2008,"K through 3","Percent","Students absent 20 or more days",4.1
"Hamden","0900935650",2008,"K through 3","Percent","Students absent 20 or more days",5.3
"Hampton","0901536000",2008,"K through 3","Percent","Students absent 20 or more days",10.2
"Hartford","0900337070",2008,"K through 3","Percent","Students absent 20 or more days",16.48
"Hartland","0900337140",2008,"K through 3","Percent","Students absent 20 or more days",4.65
"Harwinton","0900537280",2008,"K through 3","Percent","Students absent 20 or more days",1.28
"Hebron","0901337910",2008,"K through 3","Percent","Students absent 20 or more days",1.28
"Kent","0900540290",2008,"K through 3","Percent","Students absent 20 or more days",9.45
"Killingly","0901540500",2008,"K through 3","Percent","Students absent 20 or more days",7.98
"Killingworth","0900740710",2008,"K through 3","Percent","Students absent 20 or more days",4.1
"Lebanon","0901142390",2008,"K through 3","Percent","Students absent 20 or more days",1.63
"Ledyard","0901142600",2008,"K through 3","Percent","Students absent 20 or more days",4.2
"Lisbon","0901143230",2008,"K through 3","Percent","Students absent 20 or more days",4.35
"Litchfield","0900543370",2008,"K through 3","Percent","Students absent 20 or more days",3.6
"Lyme","0901144210",2008,"K through 3","Percent","Students absent 20 or more days",14.93
"Madison","0900944560",2008,"K through 3","Percent","Students absent 20 or more days",2.3
"Manchester","0900344700",2008,"K through 3","Percent","Students absent 20 or more days",8
"Mansfield","0901344910",2008,"K through 3","Percent","Students absent 20 or more days",1.75
"Marlborough","0900345820",2008,"K through 3","Percent","Students absent 20 or more days",3.28
"Meriden","0900946520",2008,"K through 3","Percent","Students absent 20 or more days",3.8
"Middlebury","0900946940",2008,"K through 3","Percent","Students absent 20 or more days",2.75
"Middlefield","0900747080",2008,"K through 3","Percent","Students absent 20 or more days",1.9
"Middletown","0900747360",2008,"K through 3","Percent","Students absent 20 or more days",6.58
"Milford","0900947535",2008,"K through 3","Percent","Students absent 20 or more days",2.45
"Monroe","0900148620",2008,"K through 3","Percent","Students absent 20 or more days",2.83
"Montville","0901148900",2008,"K through 3","Percent","Students absent 20 or more days",5
"Naugatuck","0900949950",2008,"K through 3","Percent","Students absent 20 or more days",8.5
"New Britain","0900350440",2008,"K through 3","Percent","Students absent 20 or more days",11.88
"New Canaan","0900150580",2008,"K through 3","Percent","Students absent 20 or more days",4.63
"New Fairfield","0900150860",2008,"K through 3","Percent","Students absent 20 or more days",4
"New Hartford","0900551350",2008,"K through 3","Percent","Students absent 20 or more days",2.08
"New Haven","0900952070",2008,"K through 3","Percent","Students absent 20 or more days",15.18
"New London","0901152350",2008,"K through 3","Percent","Students absent 20 or more days",14.48
"New Milford","0900552630",2008,"K through 3","Percent","Students absent 20 or more days",5.95
"Newington","0900352140",2008,"K through 3","Percent","Students absent 20 or more days",3.23
"Newtown","0900152980",2008,"K through 3","Percent","Students absent 20 or more days",2.78
"Norfolk","0900553470",2008,"K through 3","Percent","Students absent 20 or more days",2.38
"North Branford","0900953890",2008,"K through 3","Percent","Students absent 20 or more days",2.5
"North Canaan","0900554030",2008,"K through 3","Percent","Students absent 20 or more days",6.28
"North Haven","0900954870",2008,"K through 3","Percent","Students absent 20 or more days",4.03
"North Stonington","0901155500",2008,"K through 3","Percent","Students absent 20 or more days",3.83
"Norwalk","0900156060",2008,"K through 3","Percent","Students absent 20 or more days",4.88
"Norwich","0901156270",2008,"K through 3","Percent","Students absent 20 or more days",9.95
"Old Lyme","0901157040",2008,"K through 3","Percent","Students absent 20 or more days",14.93
"Old Saybrook","0900757320",2008,"K through 3","Percent","Students absent 20 or more days",4.2
"Orange","0900957600",2008,"K through 3","Percent","Students absent 20 or more days",0.6
"Oxford","0900958300",2008,"K through 3","Percent","Students absent 20 or more days",5.2
"Plainfield","0901559980",2008,"K through 3","Percent","Students absent 20 or more days",4.4
"Plainville","0900360120",2008,"K through 3","Percent","Students absent 20 or more days",0.93
"Plymouth","0900560750",2008,"K through 3","Percent","Students absent 20 or more days",0
"Pomfret","0901561030",2008,"K through 3","Percent","Students absent 20 or more days",4.18
"Portland","0900761800",2008,"K through 3","Percent","Students absent 20 or more days",2.45
"Preston","0901162150",2008,"K through 3","Percent","Students absent 20 or more days",6.7
"Prospect","0900962290",2008,"K through 3","Percent","Students absent 20 or more days",3.43
"Putnam","0901562710",2008,"K through 3","Percent","Students absent 20 or more days",13.65
"Redding","0900163480",2008,"K through 3","Percent","Students absent 20 or more days",4.33
"Ridgefield","0900163970",2008,"K through 3","Percent","Students absent 20 or more days",5
"Rocky Hill","0900365370",2008,"K through 3","Percent","Students absent 20 or more days",4.5
"Roxbury","0900565930",2008,"K through 3","Percent","Students absent 20 or more days",4.58
"Salem","0901166210",2008,"K through 3","Percent","Students absent 20 or more days",1.33
"Salisbury","0900566420",2008,"K through 3","Percent","Students absent 20 or more days",6.93
"Scotland","0901567400",2008,"K through 3","Percent","Students absent 20 or more days",2.8
"Seymour","0900967610",2008,"K through 3","Percent","Students absent 20 or more days",5.2
"Sharon","0900567960",2008,"K through 3","Percent","Students absent 20 or more days",5.95
"Shelton","0900168170",2008,"K through 3","Percent","Students absent 20 or more days",4.33
"Sherman","0900168310",2008,"K through 3","Percent","Students absent 20 or more days",2.3
"Simsbury","0900368940",2008,"K through 3","Percent","Students absent 20 or more days",3.18
"Somers","0901369220",2008,"K through 3","Percent","Students absent 20 or more days",5.1
"South Windsor","0900371390",2008,"K through 3","Percent","Students absent 20 or more days",13.7
"Southbury","0900969640",2008,"K through 3","Percent","Students absent 20 or more days",2.75
"Southington","0900370550",2008,"K through 3","Percent","Students absent 20 or more days",2.68
"Sprague","0901171670",2008,"K through 3","Percent","Students absent 20 or more days",6.68
"Stafford","0901372090",2008,"K through 3","Percent","Students absent 20 or more days",6.35
"Stamford","0900173070",2008,"K through 3","Percent","Students absent 20 or more days",9.38
"Sterling","0901573420",2008,"K through 3","Percent","Students absent 20 or more days",5.33
"Stonington","0901173770",2008,"K through 3","Percent","Students absent 20 or more days",3.93
"Stratford","0900174190",2008,"K through 3","Percent","Students absent 20 or more days",6.3
"Suffield","0900374540",2008,"K through 3","Percent","Students absent 20 or more days",2.55
"Thomaston","0900575730",2008,"K through 3","Percent","Students absent 20 or more days",2.03
"Thompson","0901575870",2008,"K through 3","Percent","Students absent 20 or more days",8.88
"Tolland","0901376290",2008,"K through 3","Percent","Students absent 20 or more days",2.58
"Torrington","0900576570",2008,"K through 3","Percent","Students absent 20 or more days",5.23
"Trumbull","0900177200",2008,"K through 3","Percent","Students absent 20 or more days",0
"Union","0901377830",2008,"K through 3","Percent","Students absent 20 or more days",0
"Vernon","0901378250",2008,"K through 3","Percent","Students absent 20 or more days",5.03
"Voluntown","0901178600",2008,"K through 3","Percent","Students absent 20 or more days",6.4
"Wallingford","0900978740",2008,"K through 3","Percent","Students absent 20 or more days",7.53
"Washington","0900579720",2008,"K through 3","Percent","Students absent 20 or more days",4.58
"Waterbury","0900980070",2008,"K through 3","Percent","Students absent 20 or more days",4.8
"Waterford","0901180280",2008,"K through 3","Percent","Students absent 20 or more days",2
"Watertown","0900580490",2008,"K through 3","Percent","Students absent 20 or more days",2.65
"West Hartford","0900382590",2008,"K through 3","Percent","Students absent 20 or more days",3.33
"West Haven","0900982870",2008,"K through 3","Percent","Students absent 20 or more days",9.93
"Westbrook","0900781680",2008,"K through 3","Percent","Students absent 20 or more days",2.6
"Weston","0900183430",2008,"K through 3","Percent","Students absent 20 or more days",5.18
"Westport","0900183500",2008,"K through 3","Percent","Students absent 20 or more days",3.18
"Wethersfield","0900384900",2008,"K through 3","Percent","Students absent 20 or more days",2.65
"Willington","0901385950",2008,"K through 3","Percent","Students absent 20 or more days",5.45
"Wilton","0900186370",2008,"K through 3","Percent","Students absent 20 or more days",2.1
"Winchester","0900586440",2008,"K through 3","Percent","Students absent 20 or more days",7
"Windham","0901586790",2008,"K through 3","Percent","Students absent 20 or more days",9.33
"Windsor","0900387000",2008,"K through 3","Percent","Students absent 20 or more days",3.68
"Windsor Locks","0900387070",2008,"K through 3","Percent","Students absent 20 or more days",4.88
"Wolcott","0900987560",2008,"K through 3","Percent","Students absent 20 or more days",1.55
"Woodbridge","0900987700",2008,"K through 3","Percent","Students absent 20 or more days",2.4
"Woodbury","0900587910",2008,"K through 3","Percent","Students absent 20 or more days",10.63
"Woodstock","0901588190",2008,"K through 3","Percent","Students absent 20 or more days",4.18
"Andover","0901301080",2009,"K through 3","Percent","Students absent 20 or more days",1.15
"Ansonia","0900901220",2009,"K through 3","Percent","Students absent 20 or more days",8.78
"Ashford","0901501430",2009,"K through 3","Percent","Students absent 20 or more days",5.13
"Avon","0900302060",2009,"K through 3","Percent","Students absent 20 or more days",3.18
"Barkhamsted","0900502760",2009,"K through 3","Percent","Students absent 20 or more days",1.43
"Beacon Falls","0900903250",2009,"K through 3","Percent","Students absent 20 or more days",3.48
"Berlin","0900304300",2009,"K through 3","Percent","Students absent 20 or more days",2.73
"Bethany","0900904580",2009,"K through 3","Percent","Students absent 20 or more days",2.05
"Bethel","0900104720",2009,"K through 3","Percent","Students absent 20 or more days",3.93
"Bethlehem","0900504930",2009,"K through 3","Percent","Students absent 20 or more days",5.53
"Bloomfield","0900305910",2009,"K through 3","Percent","Students absent 20 or more days",3.45
"Bolton","0901306260",2009,"K through 3","Percent","Students absent 20 or more days",4.05
"Bozrah","0901106820",2009,"K through 3","Percent","Students absent 20 or more days",6.78
"Branford","0900907310",2009,"K through 3","Percent","Students absent 20 or more days",4.83
"Bridgeport","0900108070",2009,"K through 3","Percent","Students absent 20 or more days",15.18
"Bridgewater","0900508210",2009,"K through 3","Percent","Students absent 20 or more days",5.6
"Bristol","0900308490",2009,"K through 3","Percent","Students absent 20 or more days",10.85
"Brookfield","0900108980",2009,"K through 3","Percent","Students absent 20 or more days",13.73
"Brooklyn","0901509190",2009,"K through 3","Percent","Students absent 20 or more days",6.78
"Burlington","0900310100",2009,"K through 3","Percent","Students absent 20 or more days",1.2
"Canaan","0900510940",2009,"K through 3","Percent","Students absent 20 or more days",8.33
"Canterbury","0901512130",2009,"K through 3","Percent","Students absent 20 or more days",3.45
"Canton","0900312270",2009,"K through 3","Percent","Students absent 20 or more days",3.43
"Chaplin","0901513810",2009,"K through 3","Percent","Students absent 20 or more days",2.28
"Cheshire","0900914160",2009,"K through 3","Percent","Students absent 20 or more days",3.48
"Chester","0900714300",2009,"K through 3","Percent","Students absent 20 or more days",1.73
"Clinton","0900715350",2009,"K through 3","Percent","Students absent 20 or more days",1.58
"Colchester","0901115910",2009,"K through 3","Percent","Students absent 20 or more days",1.95
"Colebrook","0900516050",2009,"K through 3","Percent","Students absent 20 or more days",4.43
"Columbia","0901316400",2009,"K through 3","Percent","Students absent 20 or more days",2.65
"Cornwall","0900517240",2009,"K through 3","Percent","Students absent 20 or more days",9.35
"Coventry","0901317800",2009,"K through 3","Percent","Students absent 20 or more days",3.75
"Cromwell","0900718080",2009,"K through 3","Percent","Students absent 20 or more days",6.18
"Danbury","0900118500",2009,"K through 3","Percent","Students absent 20 or more days",5.6
"Darien","0900118850",2009,"K through 3","Percent","Students absent 20 or more days",1.3
"Deep River","0900719130",2009,"K through 3","Percent","Students absent 20 or more days",2.55
"Derby","0900919550",2009,"K through 3","Percent","Students absent 20 or more days",8.65
"Durham","0900720810",2009,"K through 3","Percent","Students absent 20 or more days",0.9
"East Granby","0900322070",2009,"K through 3","Percent","Students absent 20 or more days",3
"East Haddam","0900722280",2009,"K through 3","Percent","Students absent 20 or more days",3.13
"East Hampton","0900722490",2009,"K through 3","Percent","Students absent 20 or more days",4.15
"East Hartford","0900322630",2009,"K through 3","Percent","Students absent 20 or more days",11.83
"East Haven","0900922910",2009,"K through 3","Percent","Students absent 20 or more days",7.03
"East Lyme","0901123400",2009,"K through 3","Percent","Students absent 20 or more days",2.5
"East Windsor","0900324800",2009,"K through 3","Percent","Students absent 20 or more days",4.38
"Eastford","0901521860",2009,"K through 3","Percent","Students absent 20 or more days",5.85
"Easton","0900123890",2009,"K through 3","Percent","Students absent 20 or more days",2.9
"Ellington","0901325360",2009,"K through 3","Percent","Students absent 20 or more days",1.65
"Enfield","0900325990",2009,"K through 3","Percent","Students absent 20 or more days",4.35
"Essex","0900726270",2009,"K through 3","Percent","Students absent 20 or more days",1.93
"Fairfield","0900126620",2009,"K through 3","Percent","Students absent 20 or more days",3.25
"Farmington","0900327600",2009,"K through 3","Percent","Students absent 20 or more days",3.05
"Franklin","0901129910",2009,"K through 3","Percent","Students absent 20 or more days",2.18
"Glastonbury","0900331240",2009,"K through 3","Percent","Students absent 20 or more days",2.03
"Granby","0900332640",2009,"K through 3","Percent","Students absent 20 or more days",2.8
"Greenwich","0900133620",2009,"K through 3","Percent","Students absent 20 or more days",5.33
"Griswold","0901133900",2009,"K through 3","Percent","Students absent 20 or more days",4.78
"Groton","0901134250",2009,"K through 3","Percent","Students absent 20 or more days",5.6
"Guilford","0900934950",2009,"K through 3","Percent","Students absent 20 or more days",3.05
"Haddam","0900735230",2009,"K through 3","Percent","Students absent 20 or more days",2.48
"Hamden","0900935650",2009,"K through 3","Percent","Students absent 20 or more days",3.23
"Hampton","0901536000",2009,"K through 3","Percent","Students absent 20 or more days",6.33
"Hartford","0900337070",2009,"K through 3","Percent","Students absent 20 or more days",15.83
"Hartland","0900337140",2009,"K through 3","Percent","Students absent 20 or more days",3.3
"Harwinton","0900537280",2009,"K through 3","Percent","Students absent 20 or more days",1.2
"Hebron","0901337910",2009,"K through 3","Percent","Students absent 20 or more days",2.58
"Kent","0900540290",2009,"K through 3","Percent","Students absent 20 or more days",5.75
"Killingly","0901540500",2009,"K through 3","Percent","Students absent 20 or more days",6.2
"Killingworth","0900740710",2009,"K through 3","Percent","Students absent 20 or more days",2.48
"Lebanon","0901142390",2009,"K through 3","Percent","Students absent 20 or more days",4.45
"Ledyard","0901142600",2009,"K through 3","Percent","Students absent 20 or more days",5.1
"Lisbon","0901143230",2009,"K through 3","Percent","Students absent 20 or more days",2.48
"Litchfield","0900543370",2009,"K through 3","Percent","Students absent 20 or more days",3.98
"Lyme","0901144210",2009,"K through 3","Percent","Students absent 20 or more days",11.08
"Madison","0900944560",2009,"K through 3","Percent","Students absent 20 or more days",1.13
"Manchester","0900344700",2009,"K through 3","Percent","Students absent 20 or more days",7.38
"Mansfield","0901344910",2009,"K through 3","Percent","Students absent 20 or more days",3.08
"Marlborough","0900345820",2009,"K through 3","Percent","Students absent 20 or more days",2.88
"Meriden","0900946520",2009,"K through 3","Percent","Students absent 20 or more days",3.85
"Middlebury","0900946940",2009,"K through 3","Percent","Students absent 20 or more days",4.25
"Middlefield","0900747080",2009,"K through 3","Percent","Students absent 20 or more days",0.9
"Middletown","0900747360",2009,"K through 3","Percent","Students absent 20 or more days",5.45
"Milford","0900947535",2009,"K through 3","Percent","Students absent 20 or more days",3.08
"Monroe","0900148620",2009,"K through 3","Percent","Students absent 20 or more days",2.78
"Montville","0901148900",2009,"K through 3","Percent","Students absent 20 or more days",4.48
"Naugatuck","0900949950",2009,"K through 3","Percent","Students absent 20 or more days",7.38
"New Britain","0900350440",2009,"K through 3","Percent","Students absent 20 or more days",12.73
"New Canaan","0900150580",2009,"K through 3","Percent","Students absent 20 or more days",3.23
"New Fairfield","0900150860",2009,"K through 3","Percent","Students absent 20 or more days",2.8
"New Hartford","0900551350",2009,"K through 3","Percent","Students absent 20 or more days",4.65
"New Haven","0900952070",2009,"K through 3","Percent","Students absent 20 or more days",17.7
"New London","0901152350",2009,"K through 3","Percent","Students absent 20 or more days",16.98
